Roscommon,Mikenauk Rock and Gem Club,http://mikenaukclub.weebly.com/,Michigan 
Mt. Clemens,Mount Clemens Gem & Lapidary Society,http://mcgls.org/,Michigan 
Waterford,Oakland County Earth Science Club,http://www.ocesc.com/,Michigan 
Livonia,Roamin Club,https://roaminrockclub.weebly.com/,Michigan 
Morenci,StateLine Gem & Mineral Society,http://statelinegms.com/,Michigan 
Holland,"Tulip City Gem & Mineral Club, Inc.",http://www.tulipcity.org/,Michigan 
Minneapolis,Anoka County Gem & Mineral Club,http://www.amfed.org/mwf/states/Minnesota/AnokaGem.html,Minnesota 
Brainerd,"Cuyuna Rock, Gem and Mineral Society",http://cuyunarockclub.org/wp/,Minnesota 
Falcon Heights,Minnesota Mineral Club,http://minnesotamineralclub.org/,Minnesota 
Mankato,Minnesota Valley Gem & Mineral Club,http://www.mnvalleygemandmineralclub.com/,Minnesota 
Stillwater,St Croix Rockhounds,http://stcroixrockhounds.org/,Minnesota 
Gulfport,"Harrison County Gem & Mineral Society, Inc.",http://www.gulfportgems.org/,Mississippi 
Jackson,Mississippi Gem & Mineral Society,http://missgems.org/,Mississippi 
Jackson,Mississippi Geological Society,http://www.missgeo.com/,Mississippi 
Ocean Springs,Mississippi Gulf Coast Gem and Mineral Society,http://www.mgcgms.org/,Mississippi 
Tupelo,North Mississippi Gem and Mineral Society,http://www.nmgms.org/,Mississippi 
Columbia,Central Missouri Rock and Lapidary Club,http://www.cmrlc.org/,Missouri 
Independence,Independence Gem & Mineral Society,http://www.igams.co/,Missouri 
St. Joseph,Missouri Valley Gem & Mineral Society,http://www.movalleyrockclub.com/,Missouri 
Lincoln,"Mozarkite Society of Lincoln, Inc.",http://www.mozarkite.com/,Missouri 
Springfield,Ozark Mountain Gem & Mineral Society,https://www.facebook.com/omgms.57,Missouri 
St. Louis,Rock Hobby Club of Greater Saint Louis,xxxxxhttp://rockhobby.stlearthsci.org/Home.aspxxxxxx,Missouri 
St. Louis,Rockwood Gem & Mineral Society,http://rockwood.stlearthsci.org/,Missouri 
St. Louis,St. Louis Mineral & Gem Society,http://www.stlrockclub.com/,Missouri 
St. Peters,"Show Me Gems & Minerals Club, Inc.",http://showme.stlearthsci.org/,Missouri 
Kansas City,Show-Me Rockhounds Kansas City,https://showmerockhounds.com/,Missouri 
Billings,"Billings Gem & Mineral Club, Inc.",http://www.billingsgemclub.com/,Montana 
Corvallis,Bitterroot Gem & Mineral Society,http://www.ravalligemandmineralclub.org/,Montana 
Bozeman,Bozeman Gem and Mineral Club,http://bozemangemandmineralclub.com/,Montana 
Missoula,Hellgate Mineral Society,https://www.facebook.com/HellgateMineralSociety/,Montana 
Kalispell,Kalispell Rockhound Club,http://www.kalispellrockhounds.org/,Montana 
Lincoln,"Lincoln Gem & Mineral Club, Inc.",https://www.lincolngemmineralclub.org/,Nebraska 
Reno,Comstock Gold Prospectors,http://cgpgold.org/,Nevada 
Carson City,Great Basin Gem & Mineral Club,http://greatbasingemandmineralclub.rocks/,Nevada 
Carson City,High Desert Rockers,https://highdesertrockers.wordpress.com/,Nevada 
Pahrump,Nye Gold Seekers,http://nyegoldseekers.webs.com/,Nevada 
Reno,Reno Gem and Mineral Society,http://www.renorockhounds.com/,Nevada 
Las Vegas,Southern Nevada Gem and Mineral Society,http://www.snvgms.org/,Nevada 
Concord,Capital Mineral Club,http://www.capitalmineralclub.org/,New Hampshire 
Keene,Keene Mineral Club,https://sites.google.com/site/keenemineralclub/home,New Hampshire 
Conway,Saco Valley Gem and Mineral Club,http://www.sacovalleygemandmineralclub.org/,New Hampshire 
Dover,Southeastern New Hampshire Mineral Club,https://www.senhmc.org/,New Hampshire 
Cologne,Cape Atlantic Rockhounds Inc.,http://www.capeatlanticrockhounds.com/,New Jersey 
Woodbury,Delaware Valley Earth Science Society,http://www.dvess.org/,New Jersey 
Marlboro Township,Friends of Mineralogy - New Jersey Chapter,https://fomnj.wordpress.com/,New Jersey 
Morristown,Morris Museum Mineralogical Society,http://morrismuseum.org/mineral-society/,New Jersey 
Mountainside,"New Jersey Mineralogical Society, Inc",http://www.njmin.org/,New Jersey 
Paterson,"North Jersey Mineralogical Society, Inc.",http://www.nojms.webs.com/,New Jersey 
Albuquerque,Albuquerque Gem & Mineral Club,http://www.agmc.info/,New Mexico 
Carlsbad,Carlsbad Gem and Mineral Society,http://www.carlsbadgms.org/,New Mexico 
Deming,Deming Gem & Mineral Society,http://www.thedgms.com/,New Mexico 
Silver City,"Grant County Rolling Stones Gem & Mineral Society, Inc.",http://rollingstonesgms.blogspot.com/,New Mexico 
Los Alamos,Los Alamos Geological Society,http://pweb.netcom.com/~hoffmans/LAGS.html,New Mexico 
Buffalo,"Buffalo Geological Society, Inc.",http://www.bgsny.org/,New York 
Albany,Capital District Mineral Club,http://capitaldistrictmineralclub.com/,New York 
Syracuse,"Gem and Mineral Society of Syracuse, Inc.",http://www.gmss.us/,New York 
Bellmore,Island Rockhounds Inc.,http://www.islandrockhounds.org/,New York 
Jamesport,Long Island Mineral & Geology Society,http://www.limineralandgeology.com/LiMags/Home.html,New York 
Poughkeepsie,Mid-Hudson Valley Gem and Mineral Society Inc.,http://mhvgms.org/index.html,New York 
Glen Cove,Nassau Mineral Club,http://nassaumineralclub.org/,New York 
NYC,New York Mineralogical Club,http://www.newyorkmineralogicalclub.org/,New York 
NYC,New York Paleontological Society,http://www.nyps.org/index.htm,New York 
Middletown,Orange County Mineral Society,http://www.orangecountymineralsocietynewyork.com/,New York 
Rochester,Rochester Academy of Science,http://www.rasny.org/,New York 
Rochester,Rochester Lapiday Society,http://www.rochesterlapidary.org/,New York 
Canton,St. Lawrence County Rock & Mineral Club,http://stlawrencecountymineralclub.org/,New York 
Bay Shore,Suffolk Gem & Mineral Club,http://www.suffolkgem.com/,New York 
Newark,Wayne County Gem and Mineral Club,http://www.wcgmc.org/,New York 
Fayetteville,Cape Fear Mineral & Gem Society,http://www.mercergarden.com/GemClub.html,North Carolina 
Hickory,Catawba Valley Gem & Mineral Club,http://www.cvgmc.com/,North Carolina 
Chapel Hill,Central North Carolina Mineral Club,http://www.centralncmineralclub.org/,North Carolina 
Charlotte,Charlotte Gem & Mineral Club,http://www.charlottegem.com/,North Carolina 
Winston-Salem,Forsyth Gem and Mineral Club,http://www.forsythgemclub.com/fgmcmain.html,North Carolina 
